Attendance,Hours_Studied,Previous_Scores,Tutoring_Sessions,Physical_Activity,Sleep_Hours,Parental_Involvement_Low,Exam_Score
97,16,60,0,3,8,0,69
88,7,64,2,4,7,0,66
70,25,72,0,4,4,0,65
83,28,76,1,3,7,0,71
81,24,63,1,3,7,0,66
66,13,69,2,4,6,1,61
84,19,84,3,2,6,0,69
73,20,82,1,3,6,0,65
62,24,56,0,2,8,0,63
98,24,99,2,2,9,0,73
86,16,78,1,4,7,0,68
95,20,74,1,4,6,0,70
87,23,98,3,3,6,0,72
74,29,57,3,2,7,0,68
81,24,77,0,3,7,0,68
87,25,90,1,4,8,0,71
98,21,70,1,3,6,1,68
70,28,87,3,3,8,0,70
95,22,95,2,4,8,0,70
97,15,63,2,3,6,0,69
87,28,62,2,4,4,0,73
97,24,68,1,4,6,0,72
76,17,71,0,3,9,0,67
98,17,56,2,3,4,0,69
88,22,62,1,3,9,1,68
62,23,94,0,3,4,0,64
96,21,78,2,3,6,1,71
79,22,63,1,4,6,0,68
78,30,97,1,2,10,0,70
83,26,89,3,3,7,0,72
66,21,68,2,1,7,1,65
79,26,88,1,3,6,0,70
93,14,80,2,4,8,0,69
61,22,84,0,2,6,0,64
71,31,66,3,1,7,1,67
60,19,60,1,2,6,0,65
77,15,63,0,1,8,1,62
89,16,54,2,2,8,0,68
92,13,74,2,2,6,0,68
98,15,70,1,3,6,0,68
84,18,50,4,3,6,0,68
70,12,93,1,4,7,0,62
97,20,84,4,5,8,0,72
91,25,72,1,3,7,1,69
83,15,98,3,3,4,0,68
88,29,97,4,3,8,1,71
97,23,55,0,3,5,1,69
88,26,81,1,2,6,1,71
75,16,91,2,5,7,0,65
89,25,59,1,4,7,0,68
62,13,56,1,4,8,0,60
75,25,63,3,4,6,0,68
76,21,64,1,4,6,1,66
67,23,98,4,3,7,0,66
61,13,89,4,4,8,0,62
65,15,53,2,3,8,0,61
86,24,89,2,3,7,0,69
92,14,58,1,2,9,0,69
100,23,68,4,3,9,0,74
74,12,66,1,4,8,0,62
84,25,64,0,3,5,0,67
97,13,65,1,2,8,0,69
67,23,88,1,4,7,0,66
89,24,63,2,3,6,0,72
90,16,90,2,3,6,0,69
64,23,55,0,4,7,0,65
94,22,80,0,2,6,0,72
93,17,93,2,4,7,1,69
61,14,54,3,2,7,0,60
64,8,82,0,1,7,0,61
62,22,76,1,3,8,0,63
73,11,67,3,5,7,0,63
80,21,55,1,3,6,0,68
81,18,84,1,4,4,0,68
71,24,65,1,2,8,0,65
96,18,67,1,2,7,0,71
75,18,86,1,3,7,0,64
62,24,97,1,2,9,0,65
72,22,67,2,4,5,0,67
81,22,87,0,2,7,0,67
76,23,98,1,3,6,1,67
71,11,55,1,3,8,1,87
65,25,76,1,1,4,0,67
93,24,51,4,2,8,0,72
100,14,91,0,3,8,0,69
73,19,64,1,3,6,0,65
75,20,67,1,4,7,0,66
85,19,84,3,3,6,0,70
89,22,89,0,3,8,0,71
76,29,70,1,4,8,0,67
96,26,83,0,2,5,0,72
82,12,98,0,1,5,1,63
78,24,94,0,4,9,0,67
86,28,85,6,2,10,1,72
98,22,97,1,1,8,0,72
92,27,94,1,4,8,0,70
62,32,86,0,2,7,0,67
73,26,96,0,3,7,0,68
79,21,91,1,3,8,1,67
73,26,75,3,5,7,0,70
88,21,75,1,2,9,0,67
93,20,50,1,4,7,0,71
89,18,52,1,3,7,0,69
100,29,87,3,5,7,0,74
71,15,78,0,3,7,0,63
95,29,88,0,2,9,0,72
91,23,97,2,3,7,0,71
74,12,73,1,5,7,0,64
89,22,54,1,3,7,0,69
64,7,81,2,3,6,0,62
92,24,55,1,4,5,0,69
81,25,81,2,3,9,0,68
72,16,76,6,3,9,0,67
86,21,86,2,3,9,0,71
86,32,68,1,4,5,0,70
68,17,57,2,3,9,0,63
61,14,62,0,4,10,1,60
77,29,84,0,3,9,0,69
83,32,74,3,3,9,0,71
95,20,77,1,2,8,1,69
97,26,66,2,1,6,0,73
81,28,92,1,3,8,0,73
90,16,100,1,3,5,0,68
78,17,66,2,4,6,0,67
90,27,86,2,3,7,0,74
68,30,59,3,3,7,0,68
75,23,87,1,2,8,0,69
85,15,72,4,4,4,0,69
61,32,80,0,4,7,0,68
89,17,62,1,1,8,1,66
93,18,93,3,3,8,1,69
76,22,59,1,2,8,0,66
78,29,96,5,4,7,1,72
94,25,53,1,3,6,0,69
91,22,64,1,3,8,0,68
72,23,78,1,3,7,0,66
73,20,93,1,4,8,0,65
87,23,79,2,2,8,0,71
83,5,61,2,4,7,0,61
66,18,93,1,3,6,1,63
72,21,80,1,3,9,0,66
96,13,62,0,2,8,0,69
88,22,78,0,2,10,0,71
99,19,84,0,4,8,0,73
91,31,84,2,2,8,0,72
98,29,86,2,4,5,0,73
69,17,95,1,2,7,1,65
91,19,91,1,3,7,1,71
61,20,80,1,3,8,0,65
87,17,52,1,5,8,0,67
79,21,87,1,2,8,0,69
74,15,99,0,3,10,1,63
94,13,65,2,2,6,1,68
94,24,80,1,4,8,0,70
61,24,88,1,4,8,0,64
84,15,82,1,2,10,0,64
75,25,96,1,0,8,1,68
77,16,74,0,2,8,0,65
93,22,77,0,1,8,0,70
72,25,52,0,2,8,0,66
98,20,95,1,2,9,0,70
67,23,63,3,3,6,0,66
87,17,99,2,2,6,0,69
87,19,60,2,3,10,0,69
70,19,63,1,3,4,0,64
73,16,74,1,3,7,0,64
93,19,83,1,3,7,1,69
90,11,72,3,3,7,0,67
73,17,68,2,3,9,1,63
81,18,77,1,3,8,1,67
62,18,98,3,1,6,0,65
68,19,98,2,1,6,0,64
79,20,66,3,3,7,0,68
63,23,84,0,3,9,1,64
94,25,86,2,4,7,0,70
89,16,83,0,4,7,0,70
98,13,56,1,3,6,0,67
88,14,77,2,3,8,0,69
98,17,88,2,4,7,0,70
82,18,60,5,3,6,0,69
84,15,67,1,3,9,0,65
99,12,60,0,1,10,0,66
86,17,94,2,3,7,0,70
61,21,93,1,5,7,0,63
89,24,58,3,3,5,1,69
96,17,88,4,4,8,0,74
92,18,68,2,3,8,0,70
83,14,84,1,3,7,0,66
87,20,75,0,3,6,1,68
100,15,74,2,5,10,0,67
64,23,94,2,5,8,0,66
87,9,82,0,3,6,0,65
71,18,62,3,2,8,1,66
86,22,56,1,4,7,0,69
84,21,97,2,4,7,1,67
66,36,58,1,3,8,1,69
68,22,87,2,3,4,0,66
85,14,75,2,1,4,0,64
65,19,57,1,2,9,0,61
71,9,89,0,2,7,1,61
93,20,95,1,4,6,0,70
73,15,56,1,2,5,0,65
80,25,53,1,3,7,0,67
98,17,92,0,0,7,1,69
69,19,75,2,5,9,0,63
76,16,84,1,4,8,0,66
84,30,72,3,2,7,0,73
90,18,71,0,3,8,0,68
96,31,65,0,2,9,0,74
97,25,78,0,3,8,1,70
91,23,58,0,2,8,0,68
69,22,86,1,4,7,0,67
61,22,77,1,4,6,0,65
75,8,92,5,4,5,0,66
66,18,96,0,5,5,0,64
88,25,95,1,4,8,0,72
86,20,80,2,2,8,0,70
62,12,66,1,2,9,0,60
93,20,68,1,3,8,0,68
70,30,83,1,2,9,0,71
77,27,86,1,3,7,0,68
87,20,58,2,2,8,0,67
77,26,100,1,5,5,0,70
78,18,55,0,3,7,0,65
63,10,80,0,3,4,0,60
76,14,77,2,4,7,0,65
91,29,80,0,4,9,0,70
97,18,77,4,4,7,1,69
77,19,53,1,3,8,0,64
77,18,100,2,3,7,1,67
88,31,99,2,3,6,1,73
98,30,76,1,3,7,0,74
71,33,60,0,4,9,0,67
78,19,59,2,1,8,1,66
92,22,53,4,4,6,0,69
84,11,81,1,3,5,0,64
64,29,74,0,2,7,0,69
85,13,71,1,3,6,1,66
67,21,76,1,2,7,0,65
80,13,94,1,3,5,0,67
81,16,54,3,3,9,0,67
95,15,77,0,3,7,0,68
78,16,85,4,2,7,0,65
71,17,99,4,3,6,0,66
69,17,87,2,3,7,0,65
95,25,77,0,3,7,0,71
67,13,88,0,3,6,0,63
77,21,100,2,4,7,0,70
67,27,94,0,2,9,0,70
91,17,54,3,4,4,1,67
79,16,79,2,2,7,0,68
74,19,89,0,2,6,0,63
74,27,84,3,3,9,0,70
94,21,71,1,2,7,0,69
82,17,66,1,3,5,0,66
89,23,81,2,2,7,1,70
96,13,71,1,3,8,0,68
96,24,70,0,4,10,0,70
73,22,92,0,4,4,1,67
98,18,66,0,0,5,0,69
61,15,82,2,2,9,0,64
75,15,94,1,3,5,0,62
96,23,81,1,2,7,0,71
71,27,75,2,4,6,0,69
71,16,52,0,1,6,0,62
72,23,84,0,4,7,1,66
84,7,100,3,4,7,0,64
78,16,90,3,3,9,1,66
89,20,82,2,3,9,0,72
96,15,73,3,3,8,0,71
87,14,61,0,3,7,0,65
68,16,85,1,2,7,0,65
97,22,59,1,3,8,0,70
71,19,94,1,4,9,0,68
66,7,68,0,2,8,0,57
64,7,70,4,4,9,0,59
83,16,61,0,4,6,1,64
65,23,74,2,3,9,0,67
66,4,84,2,3,8,1,60
72,17,65,3,2,6,0,67
71,17,85,2,2,7,0,65
84,28,81,1,3,7,0,71
93,18,69,0,2,7,1,67
90,22,66,0,1,7,0,69
70,21,93,1,3,5,0,68
70,7,51,0,1,6,0,59
99,25,86,3,3,7,0,75
60,21,71,0,4,6,0,59
95,23,86,0,3,6,0,71
68,44,75,3,2,9,0,71
98,7,54,0,2,7,0,66
74,30,99,1,2,10,0,69
78,18,54,4,4,7,0,65
88,22,58,3,2,9,0,68
84,20,71,5,2,7,0,68
73,17,97,1,3,6,0,67
82,17,65,1,5,7,0,68
89,22,78,0,3,9,1,68
62,11,76,3,3,7,0,88
60,25,67,1,2,8,0,66
78,18,85,3,2,7,0,67
65,13,75,2,4,7,0,63
87,17,79,3,4,7,0,68
69,28,61,2,1,6,0,65
77,17,96,1,3,7,0,67
68,22,56,3,1,8,0,67
82,16,85,1,4,7,0,67
65,25,94,1,3,7,0,64
61,24,54,1,2,8,0,61
62,31,51,2,1,7,0,65
98,19,67,1,4,7,1,70
66,24,89,0,2,8,0,67
88,21,86,1,2,7,0,68
63,28,91,1,1,7,0,65
64,16,70,3,3,8,0,63
80,24,100,1,3,7,0,72
79,19,68,2,1,7,0,68
98,20,90,2,4,7,0,73
98,21,68,0,3,7,0,71
91,22,61,3,2,5,0,70
84,19,67,0,3,7,0,68
78,21,60,3,5,10,0,68
74,29,56,2,3,6,0,68
98,26,68,1,1,6,1,71
84,25,57,4,2,10,0,70
83,17,75,2,3,6,0,67
69,15,52,0,3,9,1,61
62,26,72,1,3,7,0,64
98,25,98,1,4,7,1,72
73,29,68,1,4,7,0,67
78,16,57,1,3,8,0,65
65,19,65,1,6,5,0,64
93,10,90,0,2,7,1,66
61,18,66,1,2,6,0,62
93,26,69,2,3,4,1,70
66,17,89,1,4,9,0,64
95,24,63,3,3,4,0,70
89,19,74,1,2,10,0,66
67,22,53,0,3,8,1,62
83,13,59,4,2,5,1,63
73,21,60,2,3,9,1,66
67,2,73,1,2,6,0,58
94,19,91,1,3,6,0,70
76,10,68,1,6,4,0,63
76,27,69,0,1,6,0,70
67,25,65,1,3,6,0,65
75,23,66,5,3,8,0,67
95,29,70,1,2,9,0,73
75,14,95,0,3,5,0,82
98,30,51,0,2,7,1,71
98,26,81,1,4,4,0,73
66,19,94,1,4,7,0,65
67,27,71,1,3,10,0,67
95,13,83,1,4,4,0,67
76,15,79,4,4,5,0,69
60,16,67,0,3,8,0,61
71,17,57,3,4,8,0,64
84,14,61,1,2,6,1,64
92,27,53,2,2,9,1,68
65,18,88,1,1,6,0,62
64,22,77,5,3,10,0,66
97,17,89,1,4,8,0,70
90,9,65,3,3,9,0,67
84,22,90,2,2,8,0,70
91,9,65,0,4,8,0,65
77,20,56,1,4,8,1,65
90,12,77,3,3,9,0,70
75,32,97,1,3,7,0,72
70,25,71,0,2,6,0,65
89,21,76,1,2,7,0,71
77,28,73,3,3,6,0,71
99,15,73,1,5,6,0,72
74,23,61,0,4,9,1,64
97,21,71,2,1,8,0,72
97,22,75,1,4,8,1,71
70,28,87,0,3,9,0,66
92,24,57,3,3,8,0,71
77,22,79,2,2,10,0,67
97,10,83,1,2,4,0,69
78,14,69,0,5,6,0,67
90,19,77,0,4,6,0,71
79,21,86,1,2,5,0,66
69,13,73,1,2,7,0,62
68,34,67,0,2,7,0,67
77,29,91,2,4,10,0,70
90,24,99,0,3,8,0,72
84,20,61,3,2,6,0,69
88,19,94,1,3,8,0,70
71,14,77,0,3,4,0,64
79,20,72,1,3,7,0,65
62,22,95,2,2,7,0,66
93,13,96,2,3,6,1,68
100,22,64,2,3,7,0,72
76,19,68,2,3,6,0,65
60,9,93,3,2,6,0,60
67,15,75,0,4,8,0,63
86,18,64,3,3,9,1,66
84,31,98,1,4,8,1,73
92,23,61,4,4,6,0,71
70,12,81,1,2,6,0,59
91,23,71,5,3,6,0,70
88,11,73,1,3,7,0,63
73,26,55,1,4,6,0,67
82,17,63,2,2,9,1,65
66,19,58,5,4,7,0,64
78,28,87,2,2,8,0,71
95,12,85,2,2,5,0,70
77,12,90,2,2,6,0,63
94,16,85,3,2,8,1,68
84,26,56,1,2,8,0,67
68,11,99,1,4,5,0,66
83,3,59,2,5,7,0,63
80,17,68,0,5,7,0,65
76,23,85,2,3,6,0,66
65,27,57,2,4,8,0,65
77,17,59,2,4,5,1,65
63,18,94,2,2,6,0,63
64,27,67,0,3,8,0,65
77,9,83,1,4,7,1,62
72,18,93,1,3,7,0,66
97,21,99,1,3,7,0,71
75,23,61,2,2,8,1,64
90,17,56,0,4,8,0,67
81,20,87,1,3,8,0,68
88,5,59,3,3,7,0,63
70,16,79,0,3,6,1,64
98,23,77,1,1,6,0,74
81,14,78,2,4,5,1,68
93,20,82,1,3,6,0,68
75,23,93,2,3,6,0,69
64,18,64,4,4,9,1,61
87,21,78,1,2,5,1,69
60,14,67,3,3,9,1,61
79,19,66,3,3,7,0,67
68,24,51,0,4,7,1,63
85,21,80,3,3,8,0,68
99,16,99,0,5,5,0,68
79,21,88,2,1,6,0,67
93,24,62,1,3,5,1,69
80,8,86,2,3,6,0,64
80,27,65,1,4,6,1,67
97,18,88,1,3,9,0,70
96,23,93,5,4,6,1,72
91,27,67,1,2,4,1,71
72,12,50,1,3,6,0,62
82,16,65,2,5,8,0,67
69,18,60,3,2,9,0,64
78,15,81,0,2,7,0,64
79,30,65,1,4,6,0,70
93,15,52,3,5,7,0,68
96,17,77,1,3,8,0,70
77,21,94,1,3,5,0,65
61,13,73,2,2,7,1,59
94,18,69,1,2,7,0,69
67,22,59,2,3,7,0,67
85,18,69,2,4,7,0,68
61,19,67,1,1,6,0,62
76,17,100,0,4,8,0,65
99,11,52,0,5,7,0,69
64,22,62,3,4,7,0,65
77,31,53,1,2,5,0,68
72,20,93,4,2,8,0,68
96,21,71,3,3,6,0,71
95,24,90,3,4,9,0,71
70,12,85,1,3,5,0,66
63,30,96,4,3,8,0,71
85,21,51,2,3,4,0,66
73,30,60,0,4,4,0,66
87,16,85,2,1,6,0,69
61,31,79,0,3,4,0,65
65,25,85,2,3,8,0,66
87,23,79,2,2,7,0,67
68,21,79,1,4,9,0,66
94,19,97,0,3,7,0,69
62,27,96,2,4,7,0,66
69,21,52,0,3,7,0,64
100,8,71,0,2,6,0,70
77,13,76,1,4,6,1,62
88,19,68,1,5,5,1,67
67,22,52,1,2,8,1,60
84,20,74,1,3,7,1,66
89,27,99,0,2,7,0,72
73,8,54,2,3,10,0,63
93,21,91,1,3,6,1,69
84,9,60,1,3,7,0,66
76,25,79,2,2,7,0,69
82,19,69,2,3,9,0,68
83,23,67,3,4,7,0,66
67,15,94,0,2,7,0,63
76,28,99,1,3,10,0,70
74,26,69,2,4,6,0,68
76,24,82,2,4,7,0,68
90,19,78,1,3,8,0,67
79,23,54,1,1,6,0,67
98,16,52,3,3,8,0,69
72,25,89,3,5,6,0,68
77,30,70,0,1,9,0,67
91,26,65,0,2,8,0,70
82,16,99,3,3,7,0,70
82,22,54,2,2,5,0,66
62,12,63,0,2,6,0,61
76,23,93,2,2,7,1,68
71,23,71,1,2,8,1,64
100,9,79,1,2,7,1,66
72,13,52,3,4,8,1,65
95,18,96,3,6,8,0,73
87,18,57,3,4,8,1,66
74,13,61,2,3,7,0,65
82,22,58,0,4,7,0,68
94,22,75,0,3,7,0,69
95,19,91,1,4,6,1,72
66,15,63,3,3,9,0,63
74,26,57,0,1,8,1,65
73,30,70,0,4,9,0,69
62,17,99,2,3,6,0,62
84,16,51,0,3,8,0,66
94,23,75,3,2,9,1,69
75,18,83,2,4,9,0,67
90,19,90,0,2,5,0,94
85,24,87,2,2,7,0,71
75,9,54,2,4,7,0,61
66,28,73,2,2,9,0,68
88,20,54,0,4,4,0,66
94,18,81,0,5,5,0,71
87,19,54,3,4,9,1,66
61,20,52,2,2,6,1,60
69,10,65,0,3,5,0,60
63,29,97,3,3,9,1,66
83,20,85,1,2,5,0,67
90,23,50,4,3,9,1,67
64,26,64,2,1,5,0,64
94,14,51,0,3,5,0,66
82,23,65,1,3,7,0,68
88,18,84,1,3,6,0,70
99,25,88,3,4,7,0,75
63,7,90,0,2,10,0,86
96,19,95,3,3,7,0,73
65,16,68,1,3,9,0,61
76,23,93,0,6,7,0,68
94,23,86,1,0,8,0,70
96,16,77,1,2,4,0,71
80,16,98,2,4,8,0,71
84,19,97,2,1,8,0,68
88,15,95,2,4,6,0,70
93,25,60,1,3,10,0,70
65,18,60,0,3,6,0,62
92,3,95,3,1,5,0,67
79,18,70,3,3,8,0,68
78,14,90,1,3,5,0,68
77,10,84,2,1,7,0,64
80,13,88,1,3,9,0,68
98,21,51,0,3,8,1,69
82,28,71,1,3,7,0,70
98,22,93,4,4,6,0,73
67,16,74,1,3,9,0,66
89,23,85,0,3,5,1,68
92,17,88,1,3,8,1,68
87,16,56,2,0,10,1,65
84,13,58,2,3,8,0,66
83,9,86,0,1,7,0,62
94,18,53,3,2,7,1,67
93,21,67,1,3,6,0,73
65,19,96,2,2,6,0,65
94,18,79,2,4,7,0,70
77,14,96,3,2,8,0,68
70,24,65,3,3,9,0,67
95,12,82,2,3,4,1,66
77,25,64,3,4,4,0,65
92,14,56,1,4,9,0,66
71,15,100,2,4,7,0,66
60,11,59,2,1,7,0,60
80,17,59,0,4,8,0,66
64,26,92,2,4,7,0,68
90,23,90,3,5,10,0,72
71,26,99,1,3,8,1,68
78,23,54,0,3,6,0,67
63,13,55,0,4,6,0,62
71,18,72,0,5,7,0,66
91,15,80,0,3,6,0,69
66,28,52,0,3,10,0,64
86,13,58,0,3,7,1,63
97,25,85,2,2,5,1,74
87,25,83,0,4,8,0,72
92,31,54,1,3,9,0,71
64,18,97,2,3,9,1,64
70,24,63,0,3,6,0,65
96,34,94,1,5,5,0,75
89,16,96,2,3,9,0,69
86,11,75,1,4,5,0,65
87,9,71,0,1,8,1,60
77,24,64,2,4,6,0,69
62,9,90,4,4,9,0,65
91,18,60,0,4,5,1,67
87,23,81,5,2,6,0,70
79,21,78,1,4,8,0,66
96,23,62,0,4,8,0,69
73,21,99,2,3,9,0,69
72,28,92,1,2,8,0,68
95,14,51,5,4,8,0,70
92,16,71,2,2,9,0,66
81,15,68,0,3,5,0,65
65,25,94,1,4,6,1,65
69,25,63,1,2,5,1,65
86,23,100,0,3,4,1,69
75,27,60,4,2,8,0,69
93,13,62,0,3,9,0,65
98,30,83,1,3,8,0,76
92,29,58,2,3,8,0,72
75,24,94,2,4,7,0,67
92,31,55,3,3,7,0,74
74,10,99,2,3,10,0,66
67,17,94,2,3,9,0,66
61,16,92,4,3,6,0,66
75,24,70,5,5,9,1,71
96,14,76,0,3,9,0,66
70,25,73,1,2,8,1,65
68,28,99,1,3,8,1,69
99,24,52,1,2,8,0,69
61,22,69,2,2,5,0,63
91,14,98,0,3,5,1,68
73,15,68,1,3,8,0,64
61,27,70,2,2,5,0,64
97,25,82,1,5,5,0,73
66,20,95,2,2,4,1,66
82,17,65,4,3,6,0,67
71,8,97,3,1,8,0,63
63,14,64,1,3,8,0,61
62,31,91,4,4,8,0,71
65,12,64,1,3,6,1,61
63,21,54,1,3,7,0,62
90,26,91,1,4,8,0,74
79,12,73,2,4,8,0,65
74,21,70,2,3,6,1,64
77,26,71,1,4,7,1,66
97,20,81,1,2,4,0,72
96,37,63,0,4,7,0,76
89,10,62,4,3,6,0,67
95,26,74,3,3,9,0,71
73,19,52,1,3,6,0,65
75,25,82,3,4,7,1,68
85,23,91,1,3,6,0,68
85,16,86,3,2,6,0,67
79,21,73,1,2,8,0,64
76,9,78,0,4,6,1,60
99,24,51,1,3,10,0,70
93,22,96,1,2,4,0,73
77,24,78,2,3,8,0,69
89,26,66,0,5,7,0,70
71,22,65,1,3,7,0,64
64,21,83,2,3,7,0,64
74,15,79,0,3,8,0,65
76,16,59,0,2,7,0,62
61,27,70,0,2,9,0,64
93,29,84,0,3,7,0,72
74,19,65,1,3,5,0,64
83,20,75,0,4,7,0,67
63,15,63,4,3,9,0,64
67,27,54,0,2,6,1,61
96,24,69,1,4,5,0,72
84,32,87,2,1,8,0,70
98,15,61,4,2,8,0,70
100,18,88,2,2,6,0,71
75,21,83,1,2,7,0,68
72,24,75,3,2,7,0,68
94,19,99,0,1,7,0,70
100,15,94,2,3,8,0,73
85,25,78,2,1,6,0,69
92,24,78,0,3,8,0,71
91,15,64,1,3,6,1,64
74,28,96,0,3,9,0,68
83,27,95,0,4,10,0,69
93,21,87,1,2,6,0,70
88,20,56,1,4,5,0,67
61,23,85,1,0,8,0,66
73,15,63,2,5,7,0,65
66,20,59,4,3,8,0,66
69,7,88,0,4,6,1,61
96,25,98,0,2,7,1,71
61,11,55,5,3,6,0,60
69,29,58,1,2,7,0,66
72,18,61,1,4,5,1,61
85,19,98,2,3,7,0,68
81,16,85,2,3,5,0,68
69,18,84,2,4,6,0,65
67,29,75,3,1,7,0,65
69,5,77,2,2,8,0,60
80,28,65,2,2,8,1,67
71,22,58,2,4,8,0,65
98,13,89,1,3,5,0,70
79,14,74,1,4,9,0,64
62,30,63,2,4,6,0,68
89,14,82,2,4,6,0,69
73,13,60,0,3,7,0,65
86,27,74,2,3,6,0,71
71,22,60,1,4,8,0,65
83,14,88,0,2,8,0,65
91,21,66,0,2,6,0,68
97,14,72,1,3,7,0,66
70,27,88,1,3,7,1,65
73,26,83,2,4,8,0,71
79,23,70,3,4,6,1,68
97,22,54,2,2,6,0,70
96,31,96,3,2,5,0,74
64,20,50,0,2,6,0,62
65,13,87,1,2,5,0,61
80,23,97,0,3,6,0,70
64,33,65,0,2,9,1,65
74,14,54,2,2,8,0,62
66,18,62,2,4,9,0,65
85,22,66,0,4,6,0,68
98,20,73,2,1,4,0,70
100,14,76,1,3,7,0,68
75,27,86,3,6,10,1,69
84,34,95,1,3,6,0,73
94,21,73,1,5,7,0,71
65,15,87,0,4,5,1,63
88,11,56,2,2,7,0,66
76,22,66,1,4,7,0,67
68,27,56,0,1,4,1,64
76,23,85,1,3,5,0,66
63,20,95,2,3,5,0,69
88,16,94,4,6,5,0,72
70,13,66,1,4,6,0,63
72,25,62,2,2,8,0,67
65,25,64,1,4,6,1,64
95,11,64,4,4,9,0,68
80,30,54,1,3,6,0,71
83,23,57,2,4,7,0,67
83,28,61,1,5,8,0,67
76,12,50,2,3,9,0,64
68,12,52,5,3,6,0,63
90,19,85,2,4,8,0,72
65,23,81,2,2,6,1,63
64,31,97,2,4,10,0,67
88,24,70,1,2,5,1,68
68,19,72,2,3,8,1,64
72,14,53,4,3,9,0,65
79,27,58,2,1,5,0,68
78,14,85,2,4,8,0,66
88,30,62,4,5,6,0,73
85,18,89,1,3,10,1,68
86,30,85,2,5,4,0,72
89,24,87,3,0,5,0,70
72,19,85,1,4,5,0,66
73,17,85,3,1,5,1,66
78,18,77,2,4,8,1,66
72,23,84,2,2,10,0,65
99,20,76,2,5,9,0,71
93,16,60,1,1,7,1,66
67,19,61,1,4,7,0,63
60,20,70,2,3,6,0,63
62,7,51,0,3,8,0,58
70,23,94,3,3,7,0,68
65,14,63,2,3,7,0,61
81,13,53,2,4,6,0,65
94,10,71,1,3,5,0,67
89,9,91,1,3,7,1,67
69,12,70,1,4,7,0,62
76,16,63,0,1,6,0,86
80,32,77,0,5,6,0,71
92,17,79,1,3,8,0,70
94,21,88,1,3,8,0,71
96,22,90,2,3,10,0,71
80,21,85,1,3,9,0,70
88,20,50,2,5,5,0,67
64,13,50,0,4,7,0,60
83,29,99,0,4,5,0,73
70,31,63,1,2,4,0,67
77,10,64,1,3,10,1,62
85,14,87,0,3,9,0,67
70,18,79,1,2,6,0,65
62,14,73,1,6,9,0,61
60,23,56,0,4,9,0,61
61,16,54,1,2,4,0,60
60,33,85,4,3,8,0,68
64,27,56,0,5,6,0,65
70,21,72,3,1,8,0,67
69,26,87,2,2,10,0,67
99,27,96,0,2,9,0,74
72,17,94,4,2,7,1,64
65,15,93,2,3,9,0,64
82,20,68,2,3,4,0,67
94,25,96,6,3,8,0,74
87,21,84,1,2,8,0,69
72,11,94,1,2,8,1,62
82,15,54,1,2,6,0,66
89,20,52,2,3,8,0,69
89,20,71,1,1,8,0,68
87,32,91,2,2,4,0,74
95,12,70,4,3,7,0,68
95,23,94,2,3,6,0,73
83,29,62,4,5,8,0,70
77,34,52,0,4,9,0,69
86,18,88,2,2,6,0,68
93,23,81,2,1,5,0,71
60,23,72,3,2,7,1,64
100,21,92,3,3,5,0,71
67,19,91,1,3,7,0,65
79,23,66,1,3,7,1,68
95,5,92,1,2,8,0,67
69,24,67,2,4,7,0,67
79,21,81,2,4,7,0,67
65,19,60,1,3,9,0,63
76,32,63,0,3,7,0,68
67,16,72,1,3,6,0,66
75,18,66,1,4,7,0,67
75,32,56,3,2,6,0,68
100,15,74,2,3,5,0,72
100,17,76,3,3,5,0,70
65,19,58,3,4,9,1,62
89,25,59,2,2,6,0,69
62,21,51,0,4,7,0,61
61,12,52,2,2,7,0,58
64,17,68,5,3,7,1,63
99,16,57,4,3,9,0,71
98,20,96,1,3,7,1,70
68,23,60,1,3,6,0,64
66,23,53,2,1,6,0,63
70,9,70,1,3,8,0,63
81,26,60,2,5,8,0,71
83,22,53,0,2,8,1,65
69,28,88,2,2,7,0,68
90,23,78,1,3,5,0,70
72,27,53,3,3,8,0,68
97,23,73,3,1,7,0,69
86,28,52,0,5,7,0,70
77,23,68,0,3,5,0,67
92,19,68,2,2,6,1,69
93,34,91,2,3,6,1,73
72,25,87,3,3,8,0,68
74,23,95,2,2,8,0,67
97,12,57,0,4,7,0,67
67,12,77,2,3,8,0,64
62,22,51,2,2,9,0,63
78,21,91,1,5,8,1,67
92,16,68,1,2,8,0,70
91,21,53,1,3,6,0,71
97,30,66,1,2,6,0,74
81,24,64,2,3,9,0,70
64,13,88,1,2,6,1,59
84,19,56,0,3,8,1,64
91,15,78,2,3,10,1,67
64,18,90,1,3,8,0,63
67,18,87,5,2,7,1,66
60,17,97,1,4,5,0,62
84,12,50,3,3,7,1,65
95,19,68,3,4,9,0,73
87,17,68,1,2,7,0,70
99,2,52,0,4,9,0,62
63,32,91,2,5,8,0,68
96,27,84,1,3,7,0,74
93,18,76,2,4,7,0,96
73,20,70,1,2,5,0,66
99,13,95,0,4,6,1,69
72,30,63,1,3,6,0,70
96,31,67,2,3,8,0,73
95,21,98,1,2,7,1,69
90,26,53,1,4,9,0,71
83,21,89,0,2,7,0,65
65,12,86,1,3,6,0,62
81,18,95,1,3,6,0,69
74,21,55,3,2,6,1,65
92,17,99,1,2,7,0,68
90,19,51,1,3,6,1,65
96,19,67,4,1,5,0,72
61,20,54,2,4,9,0,67
92,20,53,2,2,7,0,68
98,14,98,0,3,7,1,68
92,16,86,2,3,6,0,66
65,12,75,0,2,5,0,62
